y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
1.0,-6.111,1.03,3.245,3.09,1.431,-1.562,-4.012,5.78,3.507,-3.244,-2.207,-3.707,1.997,2.36,-2.34,5.388,-1.094,0.091,2.727,4.629
0.0,-0.675,-1.066,-0.347,0.324,0.808,-1.1,-4.293,-3.568,3.834,6.03,-1.226,1.936,-4.792,2.063,-1.658,-2.397,1.692,5.864,-2.116,1.371
2.0,-0.808,-1.888,-1.093,-0.532,-2.375,1.519,5.605,0.898,1.235,-1.654,6.1,-4.078,-0.057,0.54,3.77,-0.815,-2.874,-2.798,1.685,1.991
2.0,-0.009,-2.351,3.866,0.835,-0.479,4.584,-2.209,-0.875,-1.691,-3.55,-1.695,9.218,-3.791,-3.447,-0.288,1.203,-0.036,-1.291,-2.012,2.974
0.0,4.158,-1.594,-2.723,1.522,-2.802,-4.442,-2.006,3.004,2.147,-3.318,3.51,-3.49,-4.574,-1.682,-2.062,6.097,0.824,0.799,3.033,2.924
0.0,3.503,-1.943,-0.49,-0.973,-0.072,-1.839,-7.395,2.579,-1.726,4.231,1.879,-0.999,-3.144,1.704,-0.312,2.523,2.367,0.878,1.99,1.478
0.0,4.515,-2.755,-4.105,0.532,1.49,-2.001,-0.587,5.255,-2.417,-3.518,3.506,-3.067,-1.238,0.096,-3.816,3.129,-0.735,1.714,-0.281,0.418
0.0,-1.183,3.69,-4.369,-3.09,0.944,-2.095,5.263,0.39,4.234,1.015,0.575,2.034,6.963,-0.722,4.998,-3.606,0.872,-1.225,-1.266,0.4
0.0,0.29,-0.794,2.883,3.64,1.022,3.783,-1.764,-1.107,3.046,1.615,0.591,2.688,-1.583,6.212,3.572,2.012,-4.547,1.21,-0.122,-3.133
1.0,1.99,4.354,6.475,2.135,1.616,-7.59,-3.533,-5.317,4.033,-2.934,-0.726,-2.37,-1.889,-0.351,-10.51,-2.731,0.239,1.501,5.02,1.432
2.0,-1.718,-1.017,0.685,-2.908,-4.014,-2.32,3.642,-4.571,-4.468,1.812,-2.955,0.915,-1.342,1.209,1.418,1.2,-1.2,-3.224,2.235,1.314
2.0,1.458,-1.756,-2.172,0.523,-1.643,-4.607,-0.12,1.082,3.038,1.94,4.696,-3.852,1.121,0.767,2.534,-4.228,-1.259,-5.335,2.487,5.151
1.0,-2.574,3.387,0.069,0.825,-2.052,-0.397,-4.808,-2.193,2.254,0.851,-2.049,0.498,-6.938,3.835,-0.022,3.657,-3.281,0.017,-1.678,-0.968
2.0,3.686,-0.89,1.33,-2.506,-2.321,-1.104,1.461,0.695,-0.887,-1.154,4.367,-3.595,0.247,1.379,6.014,1.32,0.636,-4.035,-3.196,2.286
1.0,-2.816,3.857,-1.793,1.9,-5.673,-0.989,3.006,-0.275,-0.656,-1.91,-1.187,1.955,1.897,2.718,1.229,0.674,-2.884,1.982,-0.994,1.523
0.0,-2.227,-3.79,-3.219,-4.275,3.432,-0.187,-3.742,-1.244,-1.698,2.204,2.301,0.822,1.504,0.11,-0.673,-0.178,1.338,-3.04,-0.09,3.376
0.0,0.725,-3.884,-2.04,-0.24,0.664,-4.344,0.803,-0.714,4.913,-2.452,1.073,0.282,-0.511,4.874,3.131,1.251,-1.12,-0.809,-1.869,-0.997
2.0,0.162,-1.982,1.018,-1.428,-4.233,1.269,3.861,-2.137,-1.365,1.751,0.805,-2.405,-0.764,2.673,4.204,2.326,-1.326,-2.69,1.015,2.315
2.0,-0.588,2.226,-2.138,-2.139,-1.262,1.323,1.375,-4.041,6.107,-1.254,-1.795,-0.766,-2.328,1.55,0.996,-6.004,-4.271,-3.381,-2.385,-4.741
1.0,-3.828,1.93,1.381,-1.442,1.971,-0.408,-4.88,1.579,0.185,-0.039,-2.064,-2.052,-6.948,3.623,2.301,2.894,-6.163,-2.076,-2.494,-1.77
0.0,-0.408,-3.745,-2.939,-3.946,2.481,-2.924,-4.764,-2.963,-4.935,4.498,-1.648,3.593,2.396,0.184,-1.876,1.237,0.517,-2.277,1.527,0.162
1.0,1.146,3.732,2.63,2.682,1.425,0.986,-4.071,3.465,-0.863,1.3,-2.449,-3.201,-0.121,1.416,-1.842,0.871,0.064,1.966,0.626,0.275
2.0,1.452,1.151,0.895,-0.115,-1.068,-0.321,5.016,1.1,-4.146,7.088,-1.394,-4.146,0.331,2.391,1.452,3.75,0.284,2.04,4.341,-0.544
0.0,-0.388,2.527,-4.14,-2.732,-0.924,0.339,-2.367,0.062,-1.849,5.446,-0.778,4.45,0.875,-6.124,-3.86,5.482,2.735,-1.929,5.201,-0.087
0.0,-3.145,3.195,-0.13,-3.315,1.792,0.32,1.15,-0.018,-1.066,2.914,-2.377,2.536,3.123,-1.449,1.337,-4.762,0.101,2.972,-2.249,-0.272
1.0,-0.755,-1.436,2.382,1.634,-3.113,1.563,-3.016,7.557,5.415,-0.309,-3.952,-3.085,-2.115,1.611,-5.195,1.809,0.879,-1.544,2.263,2.74
2.0,-1.33,1.03,0.828,1.055,-0.482,3.964,0.485,-1.271,3.141,-2.408,-0.603,2.166,-5.291,-6.683,0.614,0.818,-0.377,3.755,-2.426,-4.595
2.0,-2.943,-1.303,1.076,-1.544,-3.647,1.482,0.59,-1.028,0.627,-3.881,-1.864,1.641,-1.641,-0.12,-3.06,-1.778,3.596,-7.078,0.542,-1.825
1.0,-1.615,1.898,4.201,0.337,-2.043,0.166,-4.061,5.165,4.527,-4.579,-1.453,-0.626,0.704,-0.78,-0.561,3.43,1.038,3.865,7.545,2.408
0.0,3.008,2.274,-0.075,-1.201,-1.773,-3.94,4.984,-0.901,3.735,-0.541,-4.143,-0.575,6.126,0.404,2.706,0.851,-5.842,-2.815,1.909,-0.733
1.0,0.375,0.855,4.716,1.748,6.615,-1.804,-1.7,-2.823,-3.669,1.797,1.258,-4.822,-0.353,-0.187,-0.993,2.01,-0.499,-1.305,5.954,4.614
2.0,3.905,-2.075,2.92,-0.55,-3.736,-1.852,0.989,0.71,-2.334,-2.892,4.191,-3.348,-1.017,3.295,2.846,0.469,-0.02,-2.549,0.161,5.501
2.0,2.94,-3.874,3.378,1.488,-3.852,0.664,0.084,-0.507,-2.23,-0.966,0.455,-3.048,-0.673,1.285,4.816,3.085,-0.654,-5.279,-2.947,3.634
2.0,-2.957,-4.317,2.403,1.671,-3.865,3.896,-1.524,-2.092,4.97,-2.686,-1.093,-0.508,-0.525,5.911,3.427,-5.138,-1.899,-1.947,-2.296,4.242
2.0,-3.313,-8.001,2.538,0.596,-0.372,4.129,-0.74,-1.605,-6.435,-0.129,-2.757,2.284,4.621,-4.046,-1.802,1.519,-1.773,-0.868,-4.505,-0.959
1.0,-1.465,3.788,-1.086,4.072,1.635,-1.07,-4.287,-0.406,0.127,3.715,-6.654,2.467,-7.533,4.532,0.357,1.101,5.657,-0.083,2.475,-5.434
0.0,-0.387,-1.707,-1.049,5.573,0.561,-0.86,-3.642,1.221,2.569,3.621,2.462,2.053,-2.359,7.012,-0.413,-0.784,-3.424,1.46,0.758,1.53
2.0,-1.644,-0.652,5.147,-2.075,2.793,0.051,-1.852,2.524,4.643,-4.101,1.018,4.251,-1.676,-3.854,-3.33,2.85,-2.39,-1.968,-1.932,-3.128
1.0,-0.619,4.448,-1.749,-0.948,-1.404,0.914,-0.557,1.87,-5.954,1.009,-4.324,-0.392,-3.046,0.642,-0.869,5.451,4.283,-1.951,-1.424,-0.52
2.0,1.777,-3.246,1.416,-0.328,-0.669,-0.528,-4.282,-1.981,0.52,3.795,1.11,-0.702,2.346,-0.141,3.558,-1.145,-1.951,-4.355,0.467,4.041
2.0,7.813,-2.236,0.59,-3.681,0.489,1.848,0.11,0.596,0.612,0.754,6.047,-3.484,-2.27,-1.402,1.891,3.081,0.256,-5.618,0.512,5.046
2.0,-2.14,-6.973,5.465,2.76,-3.46,0.517,-0.236,-4.448,-4.366,1.288,-0.466,0.518,-0.661,3.629,4.15,3.671,-4.492,-0.31,-0.617,3.777
1.0,3.447,1.277,5.833,3.846,3.321,-2.409,-5.227,-0.62,0.481,-4.813,-1.933,-4.089,-4.776,2.174,-2.381,-0.053,3.422,-0.754,1.048,4.769
1.0,-1.318,4.205,-0.218,4.577,-0.349,-1.794,-6.805,-3.248,-0.854,2.027,1.504,-2.572,-4.314,2.732,-0.27,3.169,2.492,7.271,-1.978,-0.116
2.0,-2.684,-3.75,1.933,0.958,-1.556,1.65,-3.459,-2.434,-0.993,-3.164,-5.231,1.291,-1.68,-0.37,2.56,-5.717,1.369,-2.349,-2.486,-1.614
0.0,2.705,-4.048,1.022,-0.942,1.373,-3.281,-1.491,2.792,-2.49,3.559,0.327,-1.265,-0.979,2.863,1.683,-2.309,3.111,2.305,-0.834,2.84
2.0,4.081,-0.163,0.9,3.301,-2.938,-3.055,3.847,-1.744,-4.085,-0.632,1.828,-6.053,-2.432,2.396,2.675,0.358,-3.225,0.877,2.451,-0.425
2.0,0.351,-0.599,-0.853,-3.32,0.572,2.172,-2.488,-1.97,2.47,4.519,1.524,0.185,0.759,3.017,2.731,0.454,-4.55,-1.381,1.932,4.649
1.0,0.124,-0.696,4.188,2.285,-1.347,3.211,-5.151,5.365,2.79,0.869,-5.226,-2.692,-2.07,-1.736,-4.013,0.092,2.415,-1.555,4.251,-1.543
1.0,1.26,4.421,0.371,-3.575,-0.188,-1.835,0.295,-6.716,-0.76,2.542,-0.509,-3.135,2.576,0.086,-0.161,3.081,-3.19,3.123,3.456,2.259
0.0,1.563,-1.741,-2.222,-0.058,2.629,-1.166,-2.918,2.009,3.732,4.676,-3.62,4.853,-4.074,3.639,1.387,0.485,1.593,1.8,-2.628,-5.715
1.0,-2.909,2.518,0.616,2.636,2.94,-2.08,0.865,-1.017,-2.898,2.16,-1.985,-3.941,-1.495,2.469,0.617,0.74,3.102,0.663,1.667,0.582
2.0,-0.284,-1.836,2.729,1.421,-1.639,2.95,-3.046,-4.189,1.956,1.38,-0.534,1.101,-0.696,-0.799,1.456,-1.801,-3.651,0.501,-0.368,-1.442
1.0,-4.136,-0.219,5.224,8.003,-3.647,-3.196,-1.381,3.414,1.285,-3.858,-4.388,3.221,0.735,-0.146,2.186,2.8,-2.037,3.729,5.015,-2.522
1.0,-0.09,3.467,0.666,1.093,0.027,-0.308,-4.249,-3.982,-3.339,0.618,0.871,-5.358,-4.07,-0.625,-2.493,5.052,0.467,1.082,2.312,3.541
1.0,1.751,3.102,-0.735,-0.774,3.488,1.956,-6.759,-0.886,3.869,3.378,-3.457,-1.803,1.778,-1.904,-2.542,2.9,-4.606,6.661,7.611,-1.475
0.0,-0.812,-1.424,3.665,-5.62,3.342,-2.935,-1.817,3.296,-1.921,3.421,1.601,-3.894,-0.972,1.18,-3.283,1.697,5.099,-4.791,3.375,2.098
1.0,4.878,-2.38,5.421,-0.187,3.283,5.106,-9.459,3.748,3.777,1.855,3.575,-7.256,-0.974,-2.009,-3.67,3.373,3.671,0.674,2.426,0.213
2.0,1.29,-2.499,3.795,3.182,-5.176,-0.75,2.803,-6.95,-4.256,-0.573,-1.548,-2.765,-3.932,4.439,2.256,0.655,-2.211,1.453,-1.531,1.095
0.0,-0.004,-3.552,-3.668,-2.943,3.395,-0.495,0.402,1.649,-3.2,1.45,0.568,1.96,-1.352,-6.203,-1.829,-0.885,4.234,-2.949,1.395,3.59
0.0,8.053,-1.258,-1.291,4.083,1.141,-5.586,0.4,4.671,-1.138,1.732,3.947,-2.833,-6.791,-3.309,3.939,-1.514,0.298,0.512,-0.043,1.206
0.0,1.51,-4.672,-4.458,-0.805,2.157,1.815,-1.141,-3.84,-2.315,6.283,0.913,2.786,-0.267,-3.262,-0.955,-3.325,1.746,-4.086,3.363,2.189
2.0,1.167,1.639,-0.074,1.819,-2.622,2.841,-2.828,-6.573,-2.081,0.018,-3.15,7.926,-4.23,-0.336,0.597,0.102,1.452,-1.874,-1.124,3.412
2.0,2.296,-2.314,4.754,-2.908,-4.867,-3.1,0.982,-1.256,-4.297,-4.872,4.448,-1.516,-3.3,4.826,2.019,1.043,-1.175,0.08,2.3,0.122
2.0,-0.089,-0.876,2.195,-2.101,-1.002,3.891,3.533,-5.123,-2.159,3.517,-0.763,0.071,-2.354,3.021,-0.246,3.4,-5.227,1.415,-0.428,0.924
2.0,1.226,-4.595,3.718,0.503,-5.709,-3.175,-1.46,-7.977,-5.155,1.614,-0.84,1.122,-3.727,3.558,-0.068,1.594,-4.077,-2.293,3.55,2.577
0.0,0.267,-4.16,-5.5,-1.677,0.001,-5.226,-4.053,-3.45,-3.204,3.293,2.374,-0.154,1.42,4.604,0.612,-1.784,1.185,-1.131,1.283,2.147
0.0,1.03,-0.791,-3.572,-0.285,-2.052,1.128,0.019,-1.086,3.499,1.871,3.814,-2.017,-1.144,-4.12,-2.08,4.282,2.515,-1.586,4.708,1.367
2.0,1.5,3.792,0.174,1.444,0.866,4.391,-2.728,-4.841,4.401,0.585,-6.303,2.158,-3.548,0.649,-3.225,-3.299,0.806,-2.589,-2.206,5.204
2.0,0.067,-1.414,-0.311,0.684,-0.817,0.546,0.117,-1.743,-1.439,1.594,0.22,-2.624,2.702,0.97,6.626,-1.697,-4.639,-0.291,1.721,2.025
1.0,-4.407,-1.194,2.646,7.452,-1.526,-3.094,0.771,-0.948,0.433,0.916,-3.615,1.046,-0.448,-0.115,-4.595,2.112,-6.958,1.277,-3.05,0.755
0.0,0.523,-1.827,-3.545,-1.337,4.109,-2.778,0.366,-2.191,-2.065,3.95,5.077,-1.636,2.742,-1.559,3.531,-0.444,-1.0,-0.83,2.479,-0.666
1.0,0.084,3.38,3.737,0.222,1.886,0.601,-1.587,-2.255,2.059,-2.25,-0.746,-3.32,0.926,-3.1,-3.911,2.679,-1.65,-1.315,4.486,3.606
1.0,-5.063,1.111,1.966,4.502,-2.621,-1.432,2.878,2.852,4.116,-1.123,-1.633,-3.153,1.421,4.681,-4.76,3.343,-0.446,-0.908,-0.467,4.916
0.0,-3.237,0.643,4.132,0.048,1.285,-0.426,-0.218,-0.661,2.582,-4.558,2.03,3.935,0.569,4.907,0.917,2.944,-6.525,-0.094,-0.673,3.714
0.0,-2.872,2.903,-5.472,-2.091,3.945,-3.604,4.431,-2.564,7.01,-2.348,0.241,1.428,2.834,3.213,3.435,-4.196,-1.004,0.032,-2.703,-1.432
0.0,-4.042,1.324,-5.755,-4.658,2.352,-2.739,0.686,-5.293,-0.302,-2.001,0.024,2.335,6.701,-0.816,4.313,-2.299,3.415,1.186,-5.794,-2.43
1.0,-1.641,3.718,2.243,1.427,-0.061,-5.841,-5.674,-0.306,-2.367,2.584,-2.91,3.265,-4.242,1.689,-1.656,4.637,-2.695,-0.728,1.582,-3.36
1.0,0.719,2.6,0.945,4.917,3.605,1.34,-3.812,1.454,0.999,-1.303,-4.218,-5.406,-5.719,3.221,-0.795,-0.287,7.775,0.839,0.267,1.801
1.0,1.11,2.709,-1.812,-1.768,5.008,-3.239,-4.615,3.191,-0.163,-0.751,2.0,-6.663,3.169,5.843,-5.68,1.628,-3.087,-1.284,0.621,6.283
2.0,4.067,-1.212,1.644,0.684,-0.709,-3.282,3.118,1.933,-1.799,1.285,3.025,-4.129,-0.694,1.98,1.815,1.118,-1.078,-1.898,-1.652,3.179
2.0,-3.426,-2.05,0.637,-1.818,-3.78,-1.265,0.712,-1.181,2.58,0.972,5.888,-1.064,-2.563,-0.52,-2.342,-0.277,-1.193,1.216,-1.48,0.508
2.0,4.806,-0.421,2.348,-4.362,2.377,1.789,-0.633,-5.144,-5.614,-0.183,0.652,0.09,-1.053,-5.548,2.778,3.386,-3.611,0.45,-0.611,-0.75
2.0,-1.683,2.688,3.55,-9.662,-1.658,4.175,-0.909,-2.305,-1.727,2.958,-0.655,3.929,3.607,2.305,3.875,0.864,1.441,2.335,0.308,3.483
0.0,-4.233,-2.489,-3.196,-4.145,3.495,-1.268,-3.954,2.116,-7.088,2.052,1.461,-0.118,-3.359,-4.619,-1.02,-2.518,2.289,-4.296,5.283,5.763
2.0,3.982,-5.752,4.185,2.194,-7.058,-6.88,-0.868,-2.155,-2.815,-4.812,5.278,-1.487,-1.028,0.735,0.739,-2.27,-0.187,-7.435,1.558,4.695
0.0,-0.624,3.268,-1.744,0.297,1.218,-0.738,0.48,-5.59,2.682,-2.967,-0.807,3.727,3.924,3.795,1.505,0.012,-4.988,-3.993,-1.224,-1.953
2.0,-2.251,2.17,5.472,-2.162,0.515,3.979,-4.915,-2.331,0.768,-5.578,0.648,9.351,-3.275,-4.94,0.288,3.638,-1.134,-1.851,-0.061,0.711
0.0,0.955,-0.071,-1.856,0.333,-1.19,-2.392,2.621,-3.734,0.606,1.345,-3.457,0.673,4.164,3.355,3.571,-1.226,-2.102,0.825,1.228,-5.319
1.0,-2.819,-1.74,-2.951,2.957,0.854,0.44,1.719,2.443,-2.298,2.48,-5.928,3.937,4.92,0.901,-0.951,0.469,5.362,-1.978,1.155,3.993
0.0,1.388,-0.529,4.075,-3.52,6.271,-3.299,-0.866,2.537,-2.723,-1.583,0.406,-7.262,-0.989,1.795,-4.345,-3.446,-3.337,-5.967,-0.765,-2.247
1.0,-0.693,-0.676,-1.665,3.03,3.188,3.441,-0.228,4.237,-0.996,0.838,-5.288,-2.668,-1.801,4.308,3.988,4.154,-0.068,-2.508,-1.318,4.254
1.0,0.563,-0.531,6.369,2.613,1.929,-1.111,-2.151,-3.772,-2.271,-1.623,0.284,-3.54,0.241,0.154,-3.31,-1.912,8.385,-2.809,4.39,4.39
1.0,1.609,1.634,-1.078,-2.955,-0.242,-3.099,1.003,2.032,2.786,-4.743,-3.165,-6.133,0.744,3.903,-6.704,-1.297,0.02,2.043,2.12,6.187
0.0,2.32,-0.575,3.509,-0.384,1.626,-1.055,-1.437,-4.27,-1.056,7.028,0.011,-2.359,-1.718,0.404,2.208,-1.364,1.783,-6.54,2.189,0.362
0.0,2.033,0.524,-1.816,-1.888,-0.094,-4.771,-5.417,6.358,-2.588,-1.236,1.073,-4.449,-1.705,2.191,-3.394,1.91,1.884,0.705,0.45,2.732
0.0,0.832,-2.061,0.836,-2.112,3.535,1.645,-0.148,2.075,-4.862,3.043,0.858,-2.485,-6.309,0.526,-1.435,-2.307,3.175,-3.991,0.372,2.886
0.0,-6.441,6.676,0.548,-10.152,6.431,-2.233,-1.041,-2.644,1.593,-3.941,-5.083,4.694,2.462,0.326,1.521,-5.164,-2.495,2.967,-5.08,-1.988
2.0,-1.706,0.789,0.068,-0.769,-2.449,6.923,2.637,0.431,5.496,-1.375,-1.78,0.139,-0.667,0.014,-5.311,-1.048,-0.91,-2.1,-3.423,-0.086
2.0,-5.76,-2.556,4.485,0.109,4.888,0.932,-3.479,-1.691,1.701,-3.013,-0.588,2.935,0.165,-6.146,-0.606,2.185,-0.433,-2.57,-0.72,-2.055
2.0,-2.324,-5.744,3.892,-3.127,-2.427,-2.968,-1.823,2.025,0.745,-0.746,2.803,-1.307,0.531,-2.954,-3.166,0.906,-3.689,2.31,-2.385,-4.061
1.0,-0.518,1.866,6.174,1.877,-1.173,-0.659,-4.802,-0.088,1.097,-3.938,-2.396,0.737,1.598,-2.424,-2.39,-1.104,-0.191,4.065,6.901,-1.085
0.0,-0.723,2.272,1.315,-4.702,2.91,0.403,-5.604,-2.066,1.009,2.262,-5.396,1.389,-0.885,-2.073,-2.024,-1.811,-4.297,4.038,-3.521,-0.517
1.0,1.032,1.377,1.081,1.648,2.665,-2.657,2.122,1.057,-0.004,5.851,-3.294,1.062,2.91,4.533,-2.053,2.671,1.995,-4.614,1.204,3.714
0.0,1.207,-2.889,-2.244,0.341,0.766,-2.821,0.336,-1.537,-2.01,2.833,4.467,0.745,-1.654,-1.064,0.785,2.506,2.221,-2.529,2.36,0.903
2.0,1.444,-2.534,3.598,-4.765,0.492,-3.512,-0.528,-4.74,-1.476,1.119,0.723,2.299,-1.41,0.148,0.885,1.765,-2.022,-2.496,-5.425,6.164
0.0,0.664,-0.499,0.259,-0.061,-4.423,-1.547,-2.57,3.038,1.041,0.804,0.181,0.524,-4.178,-2.869,0.973,4.274,3.685,-0.435,1.711,5.043
1.0,-6.96,5.427,-0.226,2.103,-5.186,-6.977,7.266,1.041,3.664,-4.69,-4.116,3.164,4.093,1.062,2.749,-0.123,-4.043,1.041,1.74,5.034
0.0,6.099,-5.194,-1.309,0.748,3.342,-1.574,0.797,0.891,-5.608,3.022,0.936,0.494,-0.109,3.416,-1.833,-2.766,0.154,0.212,0.419,-0.875
2.0,1.767,2.097,-0.766,2.703,-3.139,1.321,-2.919,-1.073,4.954,1.284,-5.565,-2.336,-0.16,4.207,-4.303,-5.335,0.03,-2.526,-1.733,3.53
2.0,4.759,-3.009,3.592,3.681,-2.563,-0.91,2.887,-1.505,-4.903,-1.35,0.762,-3.872,-6.903,3.166,0.216,6.497,-1.93,0.621,3.145,1.705
0.0,-4.311,6.466,-2.432,-2.089,0.042,1.041,-0.075,-2.655,0.879,5.23,-0.703,-1.296,7.715,-2.853,2.995,-7.584,-0.803,4.745,0.562,-1.045
0.0,1.497,-1.576,-3.08,-3.34,0.55,-5.321,-5.76,3.776,0.893,-0.356,4.145,1.95,-1.051,0.869,-1.218,5.411,2.903,0.783,-0.641,3.334
2.0,-3.854,-1.976,-2.089,-4.514,-1.885,5.634,5.247,1.251,5.175,-2.763,-1.85,-1.241,0.363,1.325,-5.136,-2.282,-1.656,-4.687,-5.982,1.213
2.0,2.157,-0.397,1.183,-0.529,-7.738,1.291,4.47,-4.443,-5.637,-1.14,0.123,-5.844,-5.319,6.083,2.012,1.533,-1.42,-0.64,5.807,-3.116
1.0,0.347,-0.615,-0.67,4.043,3.668,-1.241,0.155,2.67,0.379,-0.861,-5.256,-4.604,1.279,0.132,-0.821,-0.622,4.16,-1.047,2.571,2.86
2.0,-7.313,-1.715,0.066,-6.537,-5.191,3.313,4.811,-2.929,0.378,-2.14,2.674,-0.936,-0.149,-2.302,-3.916,-1.125,0.481,-4.457,-3.44,-5.012
2.0,3.898,-0.265,1.719,-1.925,-6.337,-6.144,3.876,1.24,-0.085,-2.098,3.678,-3.675,-3.404,2.49,-0.339,0.192,3.462,-6.44,1.555,-2.268
1.0,-5.531,0.479,1.567,1.708,-3.054,-2.624,0.365,3.885,3.488,-4.145,-2.447,-1.348,0.474,1.947,-3.107,0.443,-0.47,0.252,-1.435,0.928
0.0,2.187,-0.996,-6.728,0.703,0.51,-1.276,-3.223,0.933,-1.459,-0.649,3.958,-2.221,-2.945,-2.858,-1.422,1.458,-1.467,-1.074,0.98,0.966
0.0,-2.48,0.341,2.575,5.068,-2.062,-6.835,2.995,6.648,2.569,-6.864,-2.496,-0.882,-0.755,1.812,-3.136,2.013,-2.954,2.744,-1.894,4.35
0.0,1.382,0.097,-4.206,-2.268,3.338,1.141,-4.391,4.101,-2.128,2.404,2.502,-3.095,-2.761,-2.482,-1.546,1.78,5.748,3.358,2.941,2.708
0.0,-3.157,3.48,-4.918,1.521,-1.012,-0.912,1.161,-3.902,1.255,3.396,0.988,3.065,7.51,1.326,3.296,-4.068,0.217,1.15,1.627,-0.643
0.0,-7.362,3.66,-1.665,-4.855,6.056,-2.423,-3.239,-7.527,0.971,1.045,-2.474,2.744,1.868,2.302,0.753,-8.373,2.349,8.343,-3.681,-1.364
0.0,-0.781,-1.714,-0.419,4.636,-2.572,-6.383,-3.841,-1.665,-0.599,0.8,3.005,-0.779,-0.176,5.425,0.318,-0.429,-0.703,-4.984,3.671,-6.415
0.0,0.92,-3.248,-5.149,-2.688,0.667,-3.59,-4.004,3.5,-2.108,-0.627,6.088,2.2,-0.047,1.57,-3.032,7.189,3.126,2.476,2.52,1.365
2.0,-0.824,-2.203,1.029,-0.937,-1.702,-4.619,4.629,1.351,1.929,2.32,4.417,-1.793,-1.836,-1.015,-3.361,-1.943,0.795,-4.881,1.63,0.067
2.0,-0.884,0.58,0.146,-3.842,-5.578,-0.159,0.965,-0.506,3.438,1.055,-1.748,-1.005,0.184,-0.047,-5.753,-0.961,-4.209,-2.428,-0.354,-3.969
2.0,-3.111,3.102,-0.635,2.311,2.406,4.741,0.887,-3.178,5.035,0.288,-3.001,-0.853,0.396,-2.542,-2.221,-0.667,0.305,-1.399,-4.819,-3.965
2.0,1.591,-1.412,0.855,-4.527,-1.417,-1.872,1.329,-2.538,-1.208,1.358,4.91,-3.413,-1.225,4.97,2.497,-1.385,-3.317,-0.857,-0.644,3.003
2.0,0.337,0.395,-0.619,-3.57,0.522,-3.911,2.464,-2.839,-0.794,2.908,3.075,-0.692,-2.932,-1.083,-1.265,0.574,-0.719,1.066,5.582,0.894
0.0,-1.651,-1.17,-0.088,-1.166,-0.937,-3.39,-2.231,-2.212,2.052,-3.332,0.747,-1.075,1.811,0.124,-6.343,1.412,-5.113,3.979,0.356,-1.049
1.0,0.171,0.985,0.269,-1.74,2.042,0.669,-1.481,1.116,-3.111,2.065,-5.357,-0.278,-3.354,1.476,-1.612,2.072,4.24,-4.152,2.762,-0.651
0.0,-1.504,1.872,0.958,0.437,-4.221,-5.581,-1.056,-1.106,-0.142,0.793,0.366,-0.817,2.316,1.172,-0.51,-1.392,-3.744,-3.408,4.409,-4.495
0.0,0.089,1.797,-2.327,-2.1,0.192,-3.479,-3.562,-4.529,-1.629,2.489,-2.589,-0.431,1.303,0.721,0.77,-1.051,1.031,-0.302,-2.876,-4.549
1.0,-2.885,3.218,-4.39,-5.631,2.186,-1.993,-2.655,-2.066,5.918,-0.574,-0.204,-4.376,4.692,3.418,-5.673,5.925,-8.644,4.494,4.101,9.001
2.0,-2.396,-1.081,-0.209,-1.627,-0.585,3.774,1.9,-3.456,0.346,-0.937,-1.87,0.762,-4.362,-3.967,0.68,-0.58,0.597,-1.568,-1.834,-4.636
0.0,-0.411,4.111,-4.212,0.532,0.08,0.04,1.55,-4.139,3.074,5.177,-4.168,1.692,3.734,-0.731,0.521,-2.943,-2.67,3.446,1.649,-0.024
0.0,-2.553,4.272,1.531,4.326,-3.208,-3.086,-0.984,4.548,-1.415,-3.061,-3.67,3.608,1.684,-0.046,4.311,-1.282,-0.723,1.815,1.447,-2.494
2.0,2.867,-1.291,2.669,-3.012,-2.502,-3.712,-0.471,-3.034,-7.168,1.446,-0.816,0.34,-2.254,1.149,2.855,3.868,0.434,-0.723,5.656,2.5
1.0,0.553,2.462,-0.21,-2.774,-0.855,-3.222,0.768,3.089,9.718,-2.213,-3.406,-3.136,1.617,0.838,-0.874,-0.839,-1.078,4.832,4.85,2.115
2.0,0.959,-1.008,1.192,-0.416,-3.74,-6.456,4.736,4.235,2.015,1.051,6.14,-2.086,-2.097,4.912,-3.282,0.172,0.477,-4.883,1.602,4.982
2.0,1.336,-1.023,3.073,3.248,-0.067,0.467,-3.617,-2.206,4.306,-2.074,2.372,3.379,-2.204,-0.349,2.198,0.93,-1.498,-0.39,1.296,-2.607
2.0,-1.927,-1.868,1.179,-2.778,-2.9,0.166,-0.387,-2.196,1.865,-1.865,3.453,1.696,-0.473,1.391,-4.228,-2.93,-3.457,-2.187,-1.316,-0.843
2.0,1.132,-3.173,1.353,1.948,-2.691,3.506,2.636,-0.314,0.96,1.89,-5.656,2.034,1.542,2.368,-5.245,-1.902,-2.822,-3.797,-5.929,0.715
2.0,-0.342,-6.301,5.593,-1.903,-4.023,-3.023,0.809,-1.921,-3.368,-2.028,1.148,4.316,-2.658,-3.135,0.637,5.797,2.97,-5.051,5.294,4.47
2.0,0.794,-3.74,0.642,0.545,-1.281,2.788,0.095,0.987,2.348,0.359,-0.767,1.805,2.478,-2.733,2.056,1.465,0.87,-8.551,-1.467,13.462
